numero finess etablissement juridique,numero finess etablissement,libelle description equipement sociaux,libta_equipement,rsej,activite,libelle activite,forme,libelle forme,nofinessej_1,raison_sociale,rslongue,code commune,departement,libelle departement,categetab,categorie,latitude,longitude,type d etablissements,code_insee
,320782410,,,,,,,,320782881,CONSULTATIONS DE PMI,CONSULTATIONS DE PROTECTION MATERNELLE ET INFANTILE,119,32,GERS,230,Etablissement Consultation Protection Infantile,43.85663714313645,0.09921963338004683,Enfance / Protection,32119
,320785124,,,,,,,,320782881,CONSULTATIONS DE PMI,CONSULTATIONS DE PROTECTION MATERNELLE ET INFANTILE,013,32,GERS,230,Etablissement Consultation Protection Infantile,43.63736072221489,0.5939273829405991,Enfance / Protection,32013
,320785249,,,,,,,,320782881,CONSULTATIONS DE PMI,CONSULTATIONS DE PROTECTION MATERNELLE ET INFANTILE,256,32,GERS,230,Etablissement Consultation Protection Infantile,43.51640741137084,0.40240141536822305,Enfance / Protection,32256
,320782626,,,,,,,,320782881,CONSULTATIONS PMI,CONSULTATIONS DE PROTECTION MATERNELLE INFANTILE,242,32,GERS,230,Etablissement Consultation Protection Infantile,43.42969875115825,0.5797159395474909,Enfance / Protection,32242
,320782477,,,,,,,,320782881,CONSULTATIONS PMI,CONSULTATIONS DE PROTECTION MATERNELLE INFANTILE,132,32,GERS,230,Etablissement Consultation Protection Infantile,43.85237388517231,0.661503716516236,Enfance / Protection,32132
,320782337,,,,,,,,320782881,CONSULTATIONS PMI,CONSULTATIONS DE PROTECTION MATERNELLE INFANTILE,147,32,GERS,230,Etablissement Consultation Protection Infantile,43.62666470111743,0.8757190298341757,Enfance / Protection,32147
,320782345,,,,,,,,320782881,CONSULTATIONS PMI,CONSULTATIONS DE PROTECTION MATERNELLE INFANTILE,213,32,GERS,230,Etablissement Consultation Protection Infantile,43.47577167495797,0.9120845416401451,Enfance / Protection,32213
,320782352,,,,,,,,320782881,CONSULTATIONS PMI,CONSULTATIONS DE PROTECTION MATERNELLE INFANTILE,249,32,GERS,230,Etablissement Consultation Protection Infantile,43.73075974032446,0.8769419810758555,Enfance / Protection,32249
,320782600,,,,,,,,320782881,CONSULTATIONS PMI,CONSULTATIONS DE PROTECTION MATERNELLE INFANTILE,233,32,GERS,230,Etablissement Consultation Protection Infantile,43.523161758330325,0.15900460068391384,Enfance / Protection,32233
,320782584,,,,,,,,320782881,CONSULTATIONS PMI,CONSULTATIONS DE PROTECTION MATERNELLE INFANTILE,344,32,GERS,230,Etablissement Consultation Protection Infantile,43.6608662322972,-0.08434457857451505,Enfance / Protection,32344
,320782329,,,,,,,,320782881,CONSULTATIONS PMI,CONSULTATIONS DE PROTECTION MATERNELLE INFANTILE,160,32,GERS,230,Etablissement Consultation Protection Infantile,43.613174846789384,1.0810719519731244,Enfance / Protection,32160
320783046,320005788,Accueil Temporaire d'Urgence Pr Adultes & Familles,Hébergement Complet Internat,,,,,,320783046,CPH REGAR,CENTRE D'HEBERGEMENT PROVISOIRE REGAR,013,32,GERS,442,Centre Provisoire Hébergement (C.P.H.),43.6490397738847,0.5800864325889102,Social / Hébergement,32013
320783046,320005788,Accueil Temporaire d'Urgence Pr Adultes & Familles,Hébergement de Nuit Eclaté,,,,,,320783046,CPH REGAR,CENTRE D'HEBERGEMENT PROVISOIRE REGAR,013,32,GERS,442,Centre Provisoire Hébergement (C.P.H.),43.6490397738847,0.5800864325889102,Social / Hébergement,32013
,320006109,,,,,,,,320006091,CPTS BASSIN D'AUCH,ASSOCIATION DE PREFIGURATION CPTS BASSIN D'AUCH,307,32,GERS,604,Communautés professionnelles territoriales de santé (CPTS),43.61310356507208,0.5907796221281362,Coordination / Administration,32307
,320006075,,,,,,,,320006067,CPTS DE TENAREZE,,107,32,GERS,604,Communautés professionnelles territoriales de santé (CPTS),43.95223242352338,0.3709901289799642,Coordination / Administration,32107
,320005895,,,,,,,,320005887,CPTS GASCOGNE ARMAGNAC,,296,32,GERS,604,Communautés professionnelles territoriales de santé (CPTS),43.759629878733506,-0.03404037492276008,Coordination / Administration,32296
,320006190,,,,,,,,320006182,CPTS LOMAGNE GERSOISE,,208,32,GERS,604,Communautés professionnelles territoriales de santé (CPTS),43.933456127700815,0.6264171819126054,Coordination / Administration,32208
,320004930,,,,,,,,320000565,CRF LA REVISCOLADA MONTEGUT,CRF LA REVISCOLADA DU GRAND SUD OUEST MONTEGUT,282,32,GERS,109,Etablissement de santé privé autorisé en SSR,43.63570640280213,0.6900766785136877,Hopitaux cliniques,32282
320780125,320002819,Accueil orientation soins accompagnement diff spécifiques,Accueil de Jour,,,,,,320780125,CSAPA ARTHUR RIMBAUD,CENTRE CONVENTIONNE DE SOINS SPECIALISES POUR TOXICOMANES,013,32,GERS,197,Centre soins accompagnement prévention addictologie (CSAPA),43.6453352669564,0.5917145874630441,Hopitaux cliniques,32013
,320005937,,,,,,,,320005929,CSTG32,,013,32,GERS,616,Services de Prévention et de Santé au Travail (SPST),43.66030816684839,0.6234460803024593,Prévention / Santé publique,32013
,320005689,,,,,,,,320005671,CTPS DU SUD EST GERSOIS,,249,32,GERS,604,Communautés professionnelles territoriales de santé (CPTS),43.72940970756898,0.8784307660167929,Coordination / Administration,32249
,320005911,,,,,,,,400016036,CTRE IMAG MED BAS ARMAGNAC IRM SCANNER,CENTRE IMAGERIE MEDICALE BAS ARMAGNAC IRM SCANNER NOGARO,296,32,GERS,698,Autre Etablissement Loi Hospitalière,43.75802612127292,-0.032065574727586116,Hopitaux cliniques,32296
,320780323,,,,,,,,750810590,CTRE PEDIA ST JACQUES MPR MONTEGUT,CENTRE PEDIATRIQUE SAINT JACQUES MEDECINE PHYSIQUE ET READAP,282,32,GERS,109,Etablissement de santé privé autorisé en SSR,43.63480584613762,0.6934493654643574,Hopitaux cliniques,32282
,320782733,,,,,,,,320780117,CTRE PLANIF FAM CH AUCH,CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALE,013,32,GERS,355,Centre Hospitalier (C.H.),43.62564823298171,0.5775591182480647,Hopitaux cliniques,32013
,320005713,,,,,,,,320782881,CTRE TERRITORIAL DE SANTÉ VIC FEZENSAC,CENTRE TERRITORIAL DE SANTÉ DE VIC FEZENSAC,462,32,GERS,124,Centre de Santé,43.767093100824816,0.2980456346961682,Soins de ville,32462
,320005762,,,,,,,,320782881,CTRE TERRITORIAL SANTE PLAISANCE GERS,CENTRE TERRITORIAL DE SANTE DE PLAISANCE DU GERS,319,32,GERS,124,Centre de Santé,43.60663793365613,0.04901286412121438,Soins de ville,32319
,320004971,,,,,,,,320782881,CV AUCH,CENTRE VACCINATION AUCH,013,32,GERS,645,Centre de vaccination,43.63661837051961,0.5855388532326562,Prévention / Santé publique,32013
,320005739,,,,,,,,320005721,DAC DU GERS (DAC 32),DISPOSITIF D'APPUI À LA COORDINATION DU GERS (DAC 32),013,32,GERS,606,Dispositif d'appui à la coordination,43.649973169688366,0.5937884687918361,Coordination / Administration,32013
320782998,320006059,Acc. dans l'acquisition de l'autonomie et la scolarisation,Prestation en milieu ordinaire,,,,,,320782998,DAR COLLEGE DE L'IME LA CONVENTION,DAR COLLEGE DE L'IME LA CONVENTION,013,32,GERS,183,Institut Médico-Educatif (I.M.E.),43.64197213713255,0.6095384142332577,Médico-social handicap,32013
310788609,320005796,Accueil d'urgence protection de l'enfance,Hébergement Complet Internat,,,,,,310788609,DDAEOMI 32,DISP.ACCUEIL EVALU ORIENT. MINEURS ISOLES ETRANGERS,013,32,GERS,177,Maison d'Enfants à Caractère Social,43.64690051541698,0.5830652245509131,Enfance / Protection,32013
670017920,320005754,Aide à Domicile,Prestation en milieu ordinaire,,,,,,670017920,DOMALIANCE AUCH,DOMALIANCE AUCH,013,32,GERS,460,Service autonomie aide (SAA),43.648367272793266,0.5939141483730902,Personnes âgées,32013
320003643,320003262,Accueil et accompagnement médicalisé personnes handicapées,Hébergement Complet Internat,,,,,,320003643,EAM CASTEL SAINT LOUIS,ETABLISSEMENT D'ACCUEIL MEDICALISE CASTEL SAINT LOUIS,301,32,GERS,448,Etab.Acc.Médicalisé en tout ou partie personnes handicapées,43.65261073919132,0.47812495415404055,Médico-social handicap,32301
320000284,320003270,Accueil et accompagnement médicalisé personnes handicapées,Hébergement Complet Internat,,,,,,320000284,EAM LA TUCOLE,EAM LA TUCOLE SAINT CLAR,370,32,GERS,448,Etab.Acc.Médicalisé en tout ou partie personnes handicapées,43.889099358414185,0.7612834865541097,Médico-social handicap,32370
,320782725,,,,,,,,930019229,EFS OCCITANIE AUCH,EFS OCCITANIE AUCH,013,32,GERS,132,Etablissement de Transfusion Sanguine,43.62564823298171,0.5775591182480647,Autres,32013
320000284,320780505,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320000284,"EHPAD ""LAVALLEE""","EHPAD ""LAVALLEE"" SAINT-CLAR",370,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.88968727281642,0.7625140245850174,Personnes âgées,32370
320000284,320780505,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,320000284,"EHPAD ""LAVALLEE""","EHPAD ""LAVALLEE"" SAINT-CLAR",370,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.88968727281642,0.7625140245850174,Personnes âgées,32370
320000284,320780505,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320000284,"EHPAD ""LAVALLEE""","EHPAD ""LAVALLEE"" SAINT-CLAR",370,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.88968727281642,0.7625140245850174,Personnes âgées,32370
320000367,320782253,Hébergement résidence autonomie personnes âgées seules F1,Hébergement Complet Internat,,,,,,320000367,"EHPAD ""LE CHATEAU FLEURI"" VIC-FEZENSAC",EHPAD LE CHATEAU FLEURI VIC-FEZENSAC,462,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.754386010988014,0.30026302938546184,Personnes âgées,32462
320000367,320782253,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320000367,"EHPAD ""LE CHATEAU FLEURI"" VIC-FEZENSAC",EHPAD LE CHATEAU FLEURI VIC-FEZENSAC,462,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.754386010988014,0.30026302938546184,Personnes âgées,32462
320001308,320001399,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,320001308,"EHPAD ""LES JARDINS D'AGAPE""","EHPAD ""LES JARDINS D'AGAPÉ"" AUCH",013,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.65816165237898,0.586321271365543,Personnes âgées,32013
320001308,320001399,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320001308,"EHPAD ""LES JARDINS D'AGAPE""","EHPAD ""LES JARDINS D'AGAPÉ"" AUCH",013,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.65816165237898,0.586321271365543,Personnes âgées,32013
320001308,320001399,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320001308,"EHPAD ""LES JARDINS D'AGAPE""","EHPAD ""LES JARDINS D'AGAPÉ"" AUCH",013,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.65816165237898,0.586321271365543,Personnes âgées,32013
320783889,320785025,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320783889,"EHPAD ""LES MAGNOLIAS""  LE HOUGA",EHPAD LES MAGNOLIAS LE HOUGA,155,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.77099935636739,-0.17848541927770167,Personnes âgées,32155
320000250,320780463,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320000250,"EHPAD ""RESIDENCE ELUSA"" EAUZE","EHPAD ""RESIDENCE ELUSA"" EAUZE",119,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.85884218856095,0.09788673188019835,Personnes âgées,32119
320000250,320780463,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320000250,"EHPAD ""RESIDENCE ELUSA"" EAUZE","EHPAD ""RESIDENCE ELUSA"" EAUZE",119,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.85884218856095,0.09788673188019835,Personnes âgées,32119
320003247,320003254,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320003247,EHPAD ALLIANCE,ETABLISSEMENT POUR PERSONNES AGEES DEPENDANTES COLOGNE,106,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.72514002973367,0.9789486176353382,Personnes âgées,32106
320003247,320003254,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,320003247,EHPAD ALLIANCE,ETABLISSEMENT POUR PERSONNES AGEES DEPENDANTES COLOGNE,106,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.72514002973367,0.9789486176353382,Personnes âgées,32106
320003247,320003254,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,320003247,EHPAD ALLIANCE,ETABLISSEMENT POUR PERSONNES AGEES DEPENDANTES COLOGNE,106,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.72514002973367,0.9789486176353382,Personnes âgées,32106
320003247,320003254,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320003247,EHPAD ALLIANCE,ETABLISSEMENT POUR PERSONNES AGEES DEPENDANTES COLOGNE,106,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.72514002973367,0.9789486176353382,Personnes âgées,32106
320004310,320783137,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320004310,EHPAD CADEOT,EHPAD CADEOT,132,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.85592270192274,0.6602349287897263,Personnes âgées,32132
320004310,320783137,Plateforme d'accompagnement et de répit des aidants (PFR),Accueil de Jour,,,,,,320004310,EHPAD CADEOT,EHPAD CADEOT,132,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.85592270192274,0.6602349287897263,Personnes âgées,32132
320004310,320783137,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320004310,EHPAD CADEOT,EHPAD CADEOT,132,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.85592270192274,0.6602349287897263,Personnes âgées,32132
320004310,320783137,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,320004310,EHPAD CADEOT,EHPAD CADEOT,132,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.85592270192274,0.6602349287897263,Personnes âgées,32132
320780190,320783178,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320780190,EHPAD CH DE MIRANDE,EHPAD CH DE MIRANDE,256,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.510932929538306,0.40355060795991426,Personnes âgées,32256
320780158,320783145,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320780158,EHPAD CH GIMONT-SITE HOPITAL,EHPAD CH DE GIMONT SITE HOPITAL,147,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.62621046441051,0.8769328373688265,Personnes âgées,32147
320780158,320783145,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,320780158,EHPAD CH GIMONT-SITE HOPITAL,EHPAD CH DE GIMONT SITE HOPITAL,147,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.62621046441051,0.8769328373688265,Personnes âgées,32147
320780158,320783145,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,320780158,EHPAD CH GIMONT-SITE HOPITAL,EHPAD CH DE GIMONT SITE HOPITAL,147,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.62621046441051,0.8769328373688265,Personnes âgées,32147
320780158,320782097,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320780158,EHPAD CH GIMONT-SITE SAINT-HIPPOLYTE,EHPAD CH GIMONT-SITE SAINT HIPPOLYTE,147,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.63267200545106,0.860117331580096,Personnes âgées,32147
320780182,320783160,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,320780182,EHPAD CH MAUVEZIN,EHPAD CH DE MAUVEZIN,249,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.729937017263666,0.8756976210782569,Personnes âgées,32249
320780182,320783160,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320780182,EHPAD CH MAUVEZIN,EHPAD CH DE MAUVEZIN,249,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.729937017263666,0.8756976210782569,Personnes âgées,32249
320780182,320783160,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,320780182,EHPAD CH MAUVEZIN,EHPAD CH DE MAUVEZIN,249,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.729937017263666,0.8756976210782569,Personnes âgées,32249
320780208,320783186,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320780208,EHPAD CH NOGARO,EHPAD CH DE NOGAR0,296,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.75699658190009,-0.03116865271401917,Personnes âgées,32296
320780208,320783186,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,320780208,EHPAD CH NOGARO,EHPAD CH DE NOGAR0,296,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.75699658190009,-0.03116865271401917,Personnes âgées,32296
320780208,320783186,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,320780208,EHPAD CH NOGARO,EHPAD CH DE NOGAR0,296,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.75699658190009,-0.03116865271401917,Personnes âgées,32296
320780216,320783194,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320780216,EHPAD CH VIC-FEZENSAC,EHPAD CH DE VIC-FEZENSAC,462,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.76015772849532,0.29649857872464147,Personnes âgées,32462
320780216,320783194,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320780216,EHPAD CH VIC-FEZENSAC,EHPAD CH DE VIC-FEZENSAC,462,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.76015772849532,0.29649857872464147,Personnes âgées,32462
320780216,320783194,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,320780216,EHPAD CH VIC-FEZENSAC,EHPAD CH DE VIC-FEZENSAC,462,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.76015772849532,0.29649857872464147,Personnes âgées,32462
320780174,320783152,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,320780174,EHPAD CHI LOMBEZ-SITE HOPITAL,EHPAD CENTRE HOSPITALER INTERCOMMUNAL LOMBEZ ET SAMATAN,213,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.47613835580958,0.9108897400702461,Personnes âgées,32213
320780174,320783152,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320780174,EHPAD CHI LOMBEZ-SITE HOPITAL,EHPAD CENTRE HOSPITALER INTERCOMMUNAL LOMBEZ ET SAMATAN,213,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.47613835580958,0.9108897400702461,Personnes âgées,32213
320780174,320783152,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,320780174,EHPAD CHI LOMBEZ-SITE HOPITAL,EHPAD CENTRE HOSPITALER INTERCOMMUNAL LOMBEZ ET SAMATAN,213,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.47613835580958,0.9108897400702461,Personnes âgées,32213
320780174,320780489,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320780174,EHPAD CHI LOMBEZ-SITE SAMATAN,EHPAD CHI LOMBEZ-SITE SAMATAN,410,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.49117435728013,0.9319504303878227,Personnes âgées,32410
320780174,320780489,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,320780174,EHPAD CHI LOMBEZ-SITE SAMATAN,EHPAD CHI LOMBEZ-SITE SAMATAN,410,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.49117435728013,0.9319504303878227,Personnes âgées,32410
320780174,320780489,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320780174,EHPAD CHI LOMBEZ-SITE SAMATAN,EHPAD CHI LOMBEZ-SITE SAMATAN,410,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.49117435728013,0.9319504303878227,Personnes âgées,32410
320000342,320782188,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320000342,EHPAD CITE SAINT-JOSEPH PLAISANCE,EHPAD CITE ST JOSEPH PLAISANCE,319,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.60954489511666,0.0458174028532123,Personnes âgées,32319
320000342,320782188,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,320000342,EHPAD CITE SAINT-JOSEPH PLAISANCE,EHPAD CITE ST JOSEPH PLAISANCE,319,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.60954489511666,0.0458174028532123,Personnes âgées,32319
320000342,320782188,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320000342,EHPAD CITE SAINT-JOSEPH PLAISANCE,EHPAD CITE ST JOSEPH PLAISANCE,319,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.60954489511666,0.0458174028532123,Personnes âgées,32319
920028560,320001159,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,920028560,EHPAD LA BASTIDE D'ALBRET MAUVEZIN,EHPAD MAUVEZIN,249,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.73102433405088,0.8820689890534827,Personnes âgées,32249
920028560,320001159,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,920028560,EHPAD LA BASTIDE D'ALBRET MAUVEZIN,EHPAD MAUVEZIN,249,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.73102433405088,0.8820689890534827,Personnes âgées,32249
940030802,320782162,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,940030802,EHPAD LA MAISON DES ROSIERS DE JEANNE,EHPAD LA MAISON DES ROSIERS DE JEANNNE,013,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.64928319886546,0.6002045483910239,Personnes âgées,32013
320004310,320782782,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,320004310,EHPAD LA PEPINIERE,EHPAD LA PEPINIERE,132,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.840123034323504,0.6589241150479548,Personnes âgées,32132
320004310,320782782,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320004310,EHPAD LA PEPINIERE,EHPAD LA PEPINIERE,132,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.840123034323504,0.6589241150479548,Personnes âgées,32132
320004310,320782782,Hébergement résidence autonomie personnes âgées seules F1,Hébergement Complet Internat,,,,,,320004310,EHPAD LA PEPINIERE,EHPAD LA PEPINIERE,132,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.840123034323504,0.6589241150479548,Personnes âgées,32132
320004310,320782782,Hébergement résidence autonomie personnes âgées F1BIS,Hébergement Complet Internat,,,,,,320004310,EHPAD LA PEPINIERE,EHPAD LA PEPINIERE,132,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.840123034323504,0.6589241150479548,Personnes âgées,32132
690793195,320782170,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,690793195,EHPAD LA ROSERAIE AUCH,EHPAD MAISON DE RETRAITE LA ROSERAIE AUCH,013,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.64216710905179,0.589628826426797,Personnes âgées,32013
690793195,320782170,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,690793195,EHPAD LA ROSERAIE AUCH,EHPAD MAISON DE RETRAITE LA ROSERAIE AUCH,013,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.64216710905179,0.589628826426797,Personnes âgées,32013
320782840,320782212,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320782840,EHPAD LA TENAREZE,EHPAD LA TENAREZE CONDOM,107,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.96008163185785,0.36548719905416366,Personnes âgées,32107
320782840,320782212,Hébergement résidence autonomie personnes âgées F1BIS,Hébergement Complet Internat,,,,,,320782840,EHPAD LA TENAREZE,EHPAD LA TENAREZE CONDOM,107,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.96008163185785,0.36548719905416366,Personnes âgées,32107
320782840,320782212,Hébergement résidence autonomie personnes âgées seules F1,Hébergement Complet Internat,,,,,,320782840,EHPAD LA TENAREZE,EHPAD LA TENAREZE CONDOM,107,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.96008163185785,0.36548719905416366,Personnes âgées,32107
320782840,320782212,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,320782840,EHPAD LA TENAREZE,EHPAD LA TENAREZE CONDOM,107,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.96008163185785,0.36548719905416366,Personnes âgées,32107
750056335,320002298,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,750056335,EHPAD LA VILLA CASTERA,EHPAD LA VILLA CASTERA,083,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.80582231156771,0.4247283111893731,Personnes âgées,32083
750056335,320002298,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,750056335,EHPAD LA VILLA CASTERA,EHPAD LA VILLA CASTERA,083,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.80582231156771,0.4247283111893731,Personnes âgées,32083
750060956,320780497,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,750060956,EHPAD LAS PEYRERES,EHPAD MAISON DE RETRAITE LAS PEYRERES SIMORRE,433,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.441990210298734,0.7265891297743454,Personnes âgées,32433
320780133,320782915,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,320780133,EHPAD LE CEDRE,EHPAD LE CEDRE,107,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.95571581134672,0.37775137998403613,Personnes âgées,32107
320780133,320782915,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320780133,EHPAD LE CEDRE,EHPAD LE CEDRE,107,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.95571581134672,0.37775137998403613,Personnes âgées,32107
320004351,320004369,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320004351,EHPAD LE CLOS DE L'UBY,EHPAD LE CLOS DE L'UBY,096,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.935742773684076,-0.06573249987282229,Personnes âgées,32096
320004351,320004369,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320004351,EHPAD LE CLOS DE L'UBY,EHPAD LE CLOS DE L'UBY,096,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.935742773684076,-0.06573249987282229,Personnes âgées,32096
320004310,320782972,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320004310,EHPAD LE TANE,EHPAD LE TANE,208,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.93366280560277,0.642988966995095,Personnes âgées,32208
320004310,320782972,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320004310,EHPAD LE TANE,EHPAD LE TANE,208,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.93366280560277,0.642988966995095,Personnes âgées,32208
