annee,dept,libelle_classe_age,patho_niv1,Npop,Ntop,prev_calculee
2016,12,de 80 à 84 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,23960,2260.0,9.43
2016,12,de 80 à 84 ans,Cancers,304640,12150.0,3.99
2016,12,de 80 à 84 ans,Diabète,23960,3860.0,16.11
2016,12,de 80 à 84 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",23960,7000.0,29.22
2016,12,de 80 à 84 ans,Insuffisance rénale chronique terminale,47920,140.0,0.29
2016,12,de 80 à 84 ans,Maladies cardioneurovasculaires,359400,30640.0,8.53
2016,12,de 80 à 84 ans,Maladies du foie ou du pancréas (hors mucoviscidose),23960,310.0,1.29
2016,12,de 80 à 84 ans,Maladies inflammatoires ou rares ou infection VIH,210500,2890.0,1.37
2016,12,de 80 à 84 ans,Maladies neurologiques,174560,6890.0,3.95
2016,12,de 80 à 84 ans,Maladies psychiatriques,138620,4340.0,3.13
2016,12,de 80 à 84 ans,Maladies respiratoires chroniques (hors mucoviscidose),23960,2940.0,12.27
2016,12,de 80 à 84 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",23960,220.0,0.92
2016,12,de 80 à 84 ans,Traitements du risque vasculaire (hors pathologies),71880,23070.0,32.1
2016,12,de 80 à 84 ans,Traitements psychotropes (hors pathologies),119800,14860.0,12.4
2016,12,de 85 à 89 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,17480,1920.0,10.98
2016,12,de 85 à 89 ans,Cancers,183540,8680.0,4.73
2016,12,de 85 à 89 ans,Diabète,17480,2800.0,16.02
2016,12,de 85 à 89 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",17480,4980.0,28.49
2016,12,de 85 à 89 ans,Insuffisance rénale chronique terminale,24220,100.0,0.41
2016,12,de 85 à 89 ans,Maladies cardioneurovasculaires,262200,28700.0,10.95
2016,12,de 85 à 89 ans,Maladies du foie ou du pancréas (hors mucoviscidose),17480,240.0,1.37
2016,12,de 85 à 89 ans,Maladies inflammatoires ou rares ou infection VIH,131100,1660.0,1.27
2016,12,de 85 à 89 ans,Maladies neurologiques,96140,7740.0,8.05
2016,12,de 85 à 89 ans,Maladies psychiatriques,78660,3400.0,4.32
2016,12,de 85 à 89 ans,Maladies respiratoires chroniques (hors mucoviscidose),17480,2370.0,13.56
2016,12,de 85 à 89 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",14110,110.0,0.78
2016,12,de 85 à 89 ans,Traitements du risque vasculaire (hors pathologies),52440,14970.0,28.55
2016,12,de 85 à 89 ans,Traitements psychotropes (hors pathologies),87400,13490.0,15.43
2016,12,de 90 à 94 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,9350,1310.0,14.01
2016,12,de 90 à 94 ans,Cancers,98200,4440.0,4.52
2016,12,de 90 à 94 ans,Diabète,9350,1280.0,13.69
2016,12,de 90 à 94 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",9350,2830.0,30.27
2016,12,de 90 à 94 ans,Maladies cardioneurovasculaires,138830,17780.0,12.81
2016,12,de 90 à 94 ans,Maladies du foie ou du pancréas (hors mucoviscidose),9350,110.0,1.18
2016,12,de 90 à 94 ans,Maladies inflammatoires ou rares ou infection VIH,42070,870.0,2.07
2016,12,de 90 à 94 ans,Maladies neurologiques,45330,5200.0,11.47
2016,12,de 90 à 94 ans,Maladies psychiatriques,35980,1780.0,4.95
2016,12,de 90 à 94 ans,Maladies respiratoires chroniques (hors mucoviscidose),9350,1320.0,14.12
2016,12,de 90 à 94 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",7930,70.0,0.88
2016,12,de 90 à 94 ans,Traitements du risque vasculaire (hors pathologies),28050,6670.0,23.78
2016,12,de 90 à 94 ans,Traitements psychotropes (hors pathologies),46750,8120.0,17.37
2016,12,plus de 95 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,2640,410.0,15.53
2016,12,plus de 95 ans,Cancers,21120,1150.0,5.45
2016,12,plus de 95 ans,Diabète,2640,240.0,9.09
2016,12,plus de 95 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",2640,750.0,28.41
2016,12,plus de 95 ans,Maladies cardioneurovasculaires,34030,5090.0,14.96
2016,12,plus de 95 ans,Maladies du foie ou du pancréas (hors mucoviscidose),1320,10.0,0.76
2016,12,plus de 95 ans,Maladies inflammatoires ou rares ou infection VIH,7050,100.0,1.42
2016,12,plus de 95 ans,Maladies neurologiques,9980,1600.0,16.03
2016,12,plus de 95 ans,Maladies psychiatriques,7630,430.0,5.64
2016,12,plus de 95 ans,Maladies respiratoires chroniques (hors mucoviscidose),2640,370.0,14.02
2016,12,plus de 95 ans,Traitements du risque vasculaire (hors pathologies),7630,1550.0,20.31
2016,12,plus de 95 ans,Traitements psychotropes (hors pathologies),13200,2460.0,18.64
2016,12,tous âges,Affections de longue durée (dont 31 et 32) pour d'autres causes,534420,16780.0,3.14
2016,12,tous âges,Cancers,6947460,87750.0,1.26
2016,12,tous âges,Diabète,534420,29640.0,5.55
2016,12,tous âges,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",534420,84140.0,15.74
2016,12,tous âges,Insuffisance rénale chronique terminale,1999930,1460.0,0.07
2016,12,tous âges,Maladies cardioneurovasculaires,8016300,172030.0,2.15
2016,12,tous âges,Maladies du foie ou du pancréas (hors mucoviscidose),534420,4020.0,0.75
2016,12,tous âges,Maladies inflammatoires ou rares ou infection VIH,5878620,30160.0,0.51
2016,12,tous âges,Maladies neurologiques,4275360,41450.0,0.97
2016,12,tous âges,Maladies psychiatriques,3740940,62000.0,1.66
2016,12,tous âges,Maladies respiratoires chroniques (hors mucoviscidose),534420,29460.0,5.51
2016,12,tous âges,Maternité (avec ou sans pathologies),275500,8340.0,3.03
2016,12,tous âges,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",534420,8390.0,1.57
2016,12,tous âges,Traitements du risque vasculaire (hors pathologies),1603260,186800.0,11.65
2016,12,tous âges,Traitements psychotropes (hors pathologies),2672100,125980.0,4.71
2016,30,de 0 à 4 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,78880,720.0,0.91
2016,30,de 0 à 4 ans,Cancers,197200,140.0,0.07
2016,30,de 0 à 4 ans,Diabète,39440,10.0,0.03
2016,30,de 0 à 4 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",78880,19900.0,25.23
2016,30,de 0 à 4 ans,Maladies cardioneurovasculaires,513640,730.0,0.14
2016,30,de 0 à 4 ans,Maladies du foie ou du pancréas (hors mucoviscidose),39440,10.0,0.03
2016,30,de 0 à 4 ans,Maladies inflammatoires ou rares ou infection VIH,354960,460.0,0.13
2016,30,de 0 à 4 ans,Maladies neurologiques,236640,530.0,0.22
2016,30,de 0 à 4 ans,Maladies psychiatriques,236640,560.0,0.24
2016,30,de 0 à 4 ans,Maladies respiratoires chroniques (hors mucoviscidose),78880,5150.0,6.53
2016,30,de 0 à 4 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",78880,7590.0,9.62
2016,30,de 0 à 4 ans,Traitements psychotropes (hors pathologies),39440,10.0,0.03
2016,30,de 10 à 14 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,87190,1250.0,1.43
2016,30,de 10 à 14 ans,Cancers,348760,380.0,0.11
2016,30,de 10 à 14 ans,Diabète,87190,220.0,0.25
2016,30,de 10 à 14 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",87190,4560.0,5.23
2016,30,de 10 à 14 ans,Maladies cardioneurovasculaires,437370,730.0,0.17
2016,30,de 10 à 14 ans,Maladies du foie ou du pancréas (hors mucoviscidose),66100,30.0,0.05
2016,30,de 10 à 14 ans,Maladies inflammatoires ou rares ou infection VIH,566750,850.0,0.15
2016,30,de 10 à 14 ans,Maladies neurologiques,371270,1050.0,0.28
2016,30,de 10 à 14 ans,Maladies psychiatriques,435950,4010.0,0.92
2016,30,de 10 à 14 ans,Maladies respiratoires chroniques (hors mucoviscidose),87190,3180.0,3.65
2016,30,de 10 à 14 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",87190,820.0,0.94
2016,30,de 10 à 14 ans,Traitements du risque vasculaire (hors pathologies),174380,160.0,0.09
2016,30,de 10 à 14 ans,Traitements psychotropes (hors pathologies),284080,350.0,0.12
2016,30,de 15 à 19 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,85600,1370.0,1.6
2016,30,de 15 à 19 ans,Cancers,342400,480.0,0.14
2016,30,de 15 à 19 ans,Diabète,85600,320.0,0.37
2016,30,de 15 à 19 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",85600,9110.0,10.64
2016,30,de 15 à 19 ans,Maladies cardioneurovasculaires,428020,760.0,0.18
2016,30,de 15 à 19 ans,Maladies du foie ou du pancréas (hors mucoviscidose),85600,80.0,0.09
2016,30,de 15 à 19 ans,Maladies inflammatoires ou rares ou infection VIH,641980,1150.0,0.18
2016,30,de 15 à 19 ans,Maladies neurologiques,385200,1180.0,0.31
2016,30,de 15 à 19 ans,Maladies psychiatriques,599200,4590.0,0.77
2016,30,de 15 à 19 ans,Maladies respiratoires chroniques (hors mucoviscidose),85600,2260.0,2.64
2016,30,de 15 à 19 ans,Maternité (avec ou sans pathologies),42780,360.0,0.84
2016,30,de 15 à 19 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",85600,1040.0,1.21
2016,30,de 15 à 19 ans,Traitements du risque vasculaire (hors pathologies),214000,330.0,0.15
2016,30,de 15 à 19 ans,Traitements psychotropes (hors pathologies),385200,1220.0,0.32
2016,30,de 20 à 24 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,73000,860.0,1.18
2016,30,de 20 à 24 ans,Cancers,292000,610.0,0.21
2016,30,de 20 à 24 ans,Diabète,73000,330.0,0.45
2016,30,de 20 à 24 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",73000,6450.0,8.84
2016,30,de 20 à 24 ans,Maladies cardioneurovasculaires,401500,770.0,0.19
2016,30,de 20 à 24 ans,Maladies du foie ou du pancréas (hors mucoviscidose),73000,160.0,0.22
2016,30,de 20 à 24 ans,Maladies inflammatoires ou rares ou infection VIH,639570,1440.0,0.23
2016,30,de 20 à 24 ans,Maladies neurologiques,384070,1320.0,0.34
2016,30,de 20 à 24 ans,Maladies psychiatriques,511000,4100.0,0.8
2016,30,de 20 à 24 ans,Maladies respiratoires chroniques (hors mucoviscidose),73000,1580.0,2.16
2016,30,de 20 à 24 ans,Maternité (avec ou sans pathologies),38140,2920.0,7.66
2016,30,de 20 à 24 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",73000,890.0,1.22
2016,30,de 20 à 24 ans,Traitements du risque vasculaire (hors pathologies),201570,530.0,0.26
2016,30,de 20 à 24 ans,Traitements psychotropes (hors pathologies),365000,2320.0,0.64
2016,30,de 25 à 29 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,76520,820.0,1.07
2016,30,de 25 à 29 ans,Cancers,346440,1050.0,0.3
2016,30,de 25 à 29 ans,Diabète,76520,450.0,0.59
2016,30,de 25 à 29 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",76520,7100.0,9.28
2016,30,de 25 à 29 ans,Insuffisance rénale chronique terminale,38260,10.0,0.03
2016,30,de 25 à 29 ans,Maladies cardioneurovasculaires,630240,1100.0,0.17
2016,30,de 25 à 29 ans,Maladies du foie ou du pancréas (hors mucoviscidose),76520,200.0,0.26
2016,30,de 25 à 29 ans,Maladies inflammatoires ou rares ou infection VIH,690780,2360.0,0.34
2016,30,de 25 à 29 ans,Maladies neurologiques,459120,1580.0,0.34
2016,30,de 25 à 29 ans,Maladies psychiatriques,535640,4370.0,0.82
2016,30,de 25 à 29 ans,Maladies respiratoires chroniques (hors mucoviscidose),76520,1680.0,2.2
2016,30,de 25 à 29 ans,Maternité (avec ou sans pathologies),40360,8160.0,20.22
2016,30,de 25 à 29 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",76520,1480.0,1.93
2016,30,de 25 à 29 ans,Traitements du risque vasculaire (hors pathologies),229560,1040.0,0.45
2016,30,de 25 à 29 ans,Traitements psychotropes (hors pathologies),382600,4400.0,1.15
2016,30,de 30 à 34 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,82460,950.0,1.15
2016,30,de 30 à 34 ans,Cancers,458990,2090.0,0.46
2016,30,de 30 à 34 ans,Diabète,82460,660.0,0.8
2016,30,de 30 à 34 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",82460,8080.0,9.8
2016,30,de 30 à 34 ans,Insuffisance rénale chronique terminale,120960,60.0,0.05
2016,30,de 30 à 34 ans,Maladies cardioneurovasculaires,742140,1350.0,0.18
2016,30,de 30 à 34 ans,Maladies du foie ou du pancréas (hors mucoviscidose),82460,340.0,0.41
2016,30,de 30 à 34 ans,Maladies inflammatoires ou rares ou infection VIH,764120,3310.0,0.43
2016,30,de 30 à 34 ans,Maladies neurologiques,475510,1670.0,0.35
2016,30,de 30 à 34 ans,Maladies psychiatriques,555240,5570.0,1.0
2016,30,de 30 à 34 ans,Maladies respiratoires chroniques (hors mucoviscidose),82460,2230.0,2.7
2016,30,de 30 à 34 ans,Maternité (avec ou sans pathologies),43960,9220.0,20.97
2016,30,de 30 à 34 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",82460,1960.0,2.38
2016,30,de 30 à 34 ans,Traitements du risque vasculaire (hors pathologies),247380,2060.0,0.83
2016,30,de 30 à 34 ans,Traitements psychotropes (hors pathologies),412300,7250.0,1.76
2016,30,de 35 à 39 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,85520,1060.0,1.24
2016,30,de 35 à 39 ans,Cancers,562300,3370.0,0.6
2016,30,de 35 à 39 ans,Diabète,85520,980.0,1.15
2016,30,de 35 à 39 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",85520,8900.0,10.41
2016,30,de 35 à 39 ans,Insuffisance rénale chronique terminale,105830,70.0,0.07
2016,30,de 35 à 39 ans,Maladies cardioneurovasculaires,1026240,2200.0,0.21
2016,30,de 35 à 39 ans,Maladies du foie ou du pancréas (hors mucoviscidose),85520,470.0,0.55
2016,30,de 35 à 39 ans,Maladies inflammatoires ou rares ou infection VIH,855200,4250.0,0.5
2016,30,de 35 à 39 ans,Maladies neurologiques,513120,1840.0,0.36
2016,30,de 35 à 39 ans,Maladies psychiatriques,598640,7290.0,1.22
2016,30,de 35 à 39 ans,Maladies respiratoires chroniques (hors mucoviscidose),85520,2600.0,3.04
2016,30,de 35 à 39 ans,Maternité (avec ou sans pathologies),44900,5280.0,11.76
2016,30,de 35 à 39 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",85520,2300.0,2.69
2016,30,de 35 à 39 ans,Traitements du risque vasculaire (hors pathologies),256560,4160.0,1.62
2016,30,de 35 à 39 ans,Traitements psychotropes (hors pathologies),427600,10590.0,2.48
2016,30,de 40 à 44 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,89890,1420.0,1.58
2016,30,de 40 à 44 ans,Cancers,814980,4770.0,0.59
2016,30,de 40 à 44 ans,Diabète,89890,1580.0,1.76
2016,30,de 40 à 44 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",89890,10100.0,11.24
2016,30,de 40 à 44 ans,Insuffisance rénale chronique terminale,179770,110.0,0.06
2016,30,de 40 à 44 ans,Maladies cardioneurovasculaires,1190040,4420.0,0.37
2016,30,de 40 à 44 ans,Maladies du foie ou du pancréas (hors mucoviscidose),89890,680.0,0.76
2016,30,de 40 à 44 ans,Maladies inflammatoires ou rares ou infection VIH,898900,4710.0,0.52
2016,30,de 40 à 44 ans,Maladies neurologiques,584280,2160.0,0.37
2016,30,de 40 à 44 ans,Maladies psychiatriques,629230,9500.0,1.51
2016,30,de 40 à 44 ans,Maladies respiratoires chroniques (hors mucoviscidose),89890,3300.0,3.67
2016,30,de 40 à 44 ans,Maternité (avec ou sans pathologies),46940,1480.0,3.15
2016,30,de 40 à 44 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",89890,2550.0,2.84
2016,30,de 40 à 44 ans,Traitements du risque vasculaire (hors pathologies),269670,8590.0,3.19
2016,30,de 40 à 44 ans,Traitements psychotropes (hors pathologies),449450,15240.0,3.39
2016,30,de 45 à 49 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,100980,1940.0,1.92
2016,30,de 45 à 49 ans,Cancers,1114830,7930.0,0.71
2016,30,de 45 à 49 ans,Diabète,100980,2850.0,2.82
2016,30,de 45 à 49 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",100980,12540.0,12.42
2016,30,de 45 à 49 ans,Insuffisance rénale chronique terminale,252450,150.0,0.06
2016,30,de 45 à 49 ans,Maladies cardioneurovasculaires,1412370,8500.0,0.6
2016,30,de 45 à 49 ans,Maladies du foie ou du pancréas (hors mucoviscidose),100980,1060.0,1.05
2016,30,de 45 à 49 ans,Maladies inflammatoires ou rares ou infection VIH,985230,6620.0,0.67
2016,30,de 45 à 49 ans,Maladies neurologiques,781920,3310.0,0.42
2016,30,de 45 à 49 ans,Maladies psychiatriques,706860,13140.0,1.86
2016,30,de 45 à 49 ans,Maladies respiratoires chroniques (hors mucoviscidose),100980,4290.0,4.25
2016,30,de 45 à 49 ans,Maternité (avec ou sans pathologies),51840,360.0,0.69
2016,30,de 45 à 49 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",100980,2840.0,2.81
2016,30,de 45 à 49 ans,Traitements du risque vasculaire (hors pathologies),302940,17630.0,5.82
2016,30,de 45 à 49 ans,Traitements psychotropes (hors pathologies),504900,21490.0,4.26
2016,30,de 5 à 9 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,87840,920.0,1.05
2016,30,de 5 à 9 ans,Cancers,329880,310.0,0.09
2016,30,de 5 à 9 ans,Diabète,87840,160.0,0.18
2016,30,de 5 à 9 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",87840,5060.0,5.76
2016,30,de 5 à 9 ans,Maladies cardioneurovasculaires,527040,660.0,0.13
2016,30,de 5 à 9 ans,Maladies du foie ou du pancréas (hors mucoviscidose),43920,10.0,0.02
2016,30,de 5 à 9 ans,Maladies inflammatoires ou rares ou infection VIH,460680,650.0,0.14
2016,30,de 5 à 9 ans,Maladies neurologiques,307440,820.0,0.27
2016,30,de 5 à 9 ans,Maladies psychiatriques,373800,2770.0,0.74
2016,30,de 5 à 9 ans,Maladies respiratoires chroniques (hors mucoviscidose),87840,4570.0,5.2
2016,30,de 5 à 9 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",87840,1990.0,2.27
2016,30,de 5 à 9 ans,Traitements du risque vasculaire (hors pathologies),87840,30.0,0.03
2016,30,de 5 à 9 ans,Traitements psychotropes (hors pathologies),175680,90.0,0.05
2016,30,de 50 à 54 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,101520,2620.0,2.58
2016,30,de 50 à 54 ans,Cancers,1295260,12290.0,0.95
2016,30,de 50 à 54 ans,Diabète,101520,4960.0,4.89
2016,30,de 50 à 54 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",101520,14810.0,14.59
2016,30,de 50 à 54 ans,Insuffisance rénale chronique terminale,304560,300.0,0.1
2016,30,de 50 à 54 ans,Maladies cardioneurovasculaires,1496540,14450.0,0.97
2016,30,de 50 à 54 ans,Maladies du foie ou du pancréas (hors mucoviscidose),101520,1580.0,1.56
2016,30,de 50 à 54 ans,Maladies inflammatoires ou rares ou infection VIH,1015200,7640.0,0.75
2016,30,de 50 à 54 ans,Maladies neurologiques,812160,3720.0,0.46
2016,30,de 50 à 54 ans,Maladies psychiatriques,684380,14400.0,2.1
2016,30,de 50 à 54 ans,Maladies respiratoires chroniques (hors mucoviscidose),101520,5100.0,5.02
2016,30,de 50 à 54 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",101520,2520.0,2.48
2016,30,de 50 à 54 ans,Traitements du risque vasculaire (hors pathologies),304560,30550.0,10.03
2016,30,de 50 à 54 ans,Traitements psychotropes (hors pathologies),507600,26220.0,5.17
2016,30,de 55 à 59 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,98340,3360.0,3.42
2016,30,de 55 à 59 ans,Cancers,1278420,17280.0,1.35
2016,30,de 55 à 59 ans,Diabète,98340,7740.0,7.87
2016,30,de 55 à 59 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",98340,16530.0,16.81
2016,30,de 55 à 59 ans,Insuffisance rénale chronique terminale,295020,380.0,0.13
2016,30,de 55 à 59 ans,Maladies cardioneurovasculaires,1449410,23230.0,1.6
2016,30,de 55 à 59 ans,Maladies du foie ou du pancréas (hors mucoviscidose),98340,1840.0,1.87
2016,30,de 55 à 59 ans,Maladies inflammatoires ou rares ou infection VIH,983400,8760.0,0.89
2016,30,de 55 à 59 ans,Maladies neurologiques,786720,4050.0,0.51
2016,30,de 55 à 59 ans,Maladies psychiatriques,664900,14910.0,2.24
2016,30,de 55 à 59 ans,Maladies respiratoires chroniques (hors mucoviscidose),98340,6140.0,6.24
2016,30,de 55 à 59 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",98340,1980.0,2.01
2016,30,de 55 à 59 ans,Traitements du risque vasculaire (hors pathologies),295020,42910.0,14.54
2016,30,de 55 à 59 ans,Traitements psychotropes (hors pathologies),491700,28680.0,5.83
2016,30,de 60 à 64 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,96840,4420.0,4.56
2016,30,de 60 à 64 ans,Cancers,1258920,24450.0,1.94
2016,30,de 60 à 64 ans,Diabète,96840,11280.0,11.65
2016,30,de 60 à 64 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",96840,17940.0,18.53
2016,30,de 60 à 64 ans,Insuffisance rénale chronique terminale,290520,510.0,0.18
2016,30,de 60 à 64 ans,Maladies cardioneurovasculaires,1452600,33120.0,2.28
2016,30,de 60 à 64 ans,Maladies du foie ou du pancréas (hors mucoviscidose),96840,1750.0,1.81
2016,30,de 60 à 64 ans,Maladies inflammatoires ou rares ou infection VIH,968400,8780.0,0.91
2016,30,de 60 à 64 ans,Maladies neurologiques,774720,4620.0,0.6
2016,30,de 60 à 64 ans,Maladies psychiatriques,654380,13560.0,2.07
2016,30,de 60 à 64 ans,Maladies respiratoires chroniques (hors mucoviscidose),96840,7380.0,7.62
2016,30,de 60 à 64 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",96840,1800.0,1.86
2016,30,de 60 à 64 ans,Traitements du risque vasculaire (hors pathologies),290520,57620.0,19.83
2016,30,de 60 à 64 ans,Traitements psychotropes (hors pathologies),484200,30340.0,6.27
2016,30,de 65 à 69 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,97680,5140.0,5.26
2016,30,de 65 à 69 ans,Cancers,1269840,33480.0,2.64
2016,30,de 65 à 69 ans,Diabète,97680,14560.0,14.91
2016,30,de 65 à 69 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",97680,21190.0,21.69
2016,30,de 65 à 69 ans,Insuffisance rénale chronique terminale,293040,480.0,0.16
2016,30,de 65 à 69 ans,Maladies cardioneurovasculaires,1465200,48030.0,3.28
2016,30,de 65 à 69 ans,Maladies du foie ou du pancréas (hors mucoviscidose),97680,1650.0,1.69
2016,30,de 65 à 69 ans,Maladies inflammatoires ou rares ou infection VIH,976800,8650.0,0.89
2016,30,de 65 à 69 ans,Maladies neurologiques,781440,5880.0,0.75
2016,30,de 65 à 69 ans,Maladies psychiatriques,634920,11430.0,1.8
2016,30,de 65 à 69 ans,Maladies respiratoires chroniques (hors mucoviscidose),97680,8340.0,8.54
2016,30,de 65 à 69 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",97680,1280.0,1.31
2016,30,de 65 à 69 ans,Traitements du risque vasculaire (hors pathologies),293040,71300.0,24.33
2016,30,de 65 à 69 ans,Traitements psychotropes (hors pathologies),488400,33790.0,6.92
2016,30,de 70 à 74 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,72720,4940.0,6.79
2016,30,de 70 à 74 ans,Cancers,945360,33000.0,3.49
2016,30,de 70 à 74 ans,Diabète,72720,12790.0,17.59
2016,30,de 70 à 74 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",72720,18220.0,25.06
2016,30,de 70 à 74 ans,Insuffisance rénale chronique terminale,218160,520.0,0.24
2016,30,de 70 à 74 ans,Maladies cardioneurovasculaires,1090800,48710.0,4.47
2016,30,de 70 à 74 ans,Maladies du foie ou du pancréas (hors mucoviscidose),72720,1230.0,1.69
2016,30,de 70 à 74 ans,Maladies inflammatoires ou rares ou infection VIH,727200,7320.0,1.01
2016,30,de 70 à 74 ans,Maladies neurologiques,564660,6080.0,1.08
2016,30,de 70 à 74 ans,Maladies psychiatriques,436320,7630.0,1.75
2016,30,de 70 à 74 ans,Maladies respiratoires chroniques (hors mucoviscidose),72720,7090.0,9.75
2016,30,de 70 à 74 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",72720,860.0,1.18
2016,30,de 70 à 74 ans,Traitements du risque vasculaire (hors pathologies),218160,61920.0,28.38
2016,30,de 70 à 74 ans,Traitements psychotropes (hors pathologies),363600,30910.0,8.5
2016,30,de 75 à 79 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,52520,5150.0,9.81
2016,30,de 75 à 79 ans,Cancers,682760,27030.0,3.96
2016,30,de 75 à 79 ans,Diabète,52520,10240.0,19.5
2016,30,de 75 à 79 ans,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",52520,14080.0,26.81
2016,30,de 75 à 79 ans,Insuffisance rénale chronique terminale,143240,430.0,0.3
2016,30,de 75 à 79 ans,Maladies cardioneurovasculaires,787800,46910.0,5.95
2016,30,de 75 à 79 ans,Maladies du foie ou du pancréas (hors mucoviscidose),52520,930.0,1.77
2016,30,de 75 à 79 ans,Maladies inflammatoires ou rares ou infection VIH,510880,5540.0,1.08
2016,30,de 75 à 79 ans,Maladies neurologiques,420160,8370.0,1.99
2016,30,de 75 à 79 ans,Maladies psychiatriques,303180,6060.0,2.0
2016,30,de 75 à 79 ans,Maladies respiratoires chroniques (hors mucoviscidose),52520,5890.0,11.21
2016,30,de 75 à 79 ans,"Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations)",52520,580.0,1.1
2016,30,de 75 à 79 ans,Traitements du risque vasculaire (hors pathologies),157560,47800.0,30.34
2016,30,de 75 à 79 ans,Traitements psychotropes (hors pathologies),262600,26840.0,10.22
2016,30,de 80 à 84 ans,Affections de longue durée (dont 31 et 32) pour d'autres causes,46090,5880.0,12.76
